date,description,sources,comments
1958,"The US Air Force commissions a special studies group within Air Force Intelligence headed by Stefan Possony to analyze a book written by Nazi Maj. Rudolf Lusar, commanding officer of German Army technical unit in WWII. Lusar claims Nazi scientists were working on jet engines and thermal imaging a decade before the West. Lusar also claims German scientists were working on direct energy weapons and sound weapons, and also “flying saucers.”",[],"['Author Nick Cook evaluated the claims in Lusar’s book and finds mixed corroboration, particularly the existence of Schriever and Belluzzo. Schreiver worked for Heinkel Aircraft Company, the developer of the world’s first jet-powered fighter, the He 280; Belluzo was an industry minster in Italian Prime Minister Benito Mussolini’s cabinet and once wrote of', 'Cook did however find the existence of a US Army Air Forces files on the German Air Force’s secret weapons program at the Air Force Historical Research Agency at Maxwell Air Force Base, and another copy at the Office of Air Force History at Bolling Air Force Base.', 'Italian author Renato Vesco, citing Italian sources after WWII, claims saucer technology was developed differently than Lusar claims. Vesco states a craft called the “Feuerball” developed in Oberammergau in Bavaria (OBF) could interfere with Allied craft with intense EM fields. The Kugelblitz was allegedly larger and built in an underground weapons complex in Thuringia aka the Harz. The crafts were shaped like the shell of a tortoise and radio-controlled.']"
1958,"Alleged USAF **Project Orion** used drugs and hypnosis in participants, one of which, John Lilly, came to believe he was in psychic contact with extraterrestrials of the “Earth Coincidence Control Office.”",[],[]
28 February 1958,USAF Director of Information Services Maj. Gen. Arno Luehman writes he had informal discussions with the Senate Committee on Investigating Government Operations that “there is no need” for hearings on the UAP subject. The USAF writes that it is attempting to guide the Subcommittee to issue a statement certifying the Air Force is properly conducting its UAP investigation and not withholding information from the public. These conclusions are reached as a result of informal meetings and zero investigation is performed.,[],[]
20 June 1958,"The Air Force briefs Reps. Henderson, Cramer, Magnuson, Walker and their staffs to assist them in dealing with constituent inquiries related to UAP. Briefing notes show the management of “unfavorable public hysteria” was discussed. All parties agree “it would be unwise to give the subject undue publicity, in an open or closed formal Congressional hearing.”",[],[]
13 August 1958,The Air Force briefs the Subcommittee on Atmospheric Phenomena and House Select Committee on Astronautics and Space Exploration. USAF tells Congressmen the greatest threat facing the USG with respect to UAP was civilian organizations “and spectacular news reporting.” The briefing concludes with Rep. Sheldon stating the House Select Committee would take no further interest in UAP.,[],[]
30 October 1958,"USAF Col. William G. Workman writes to AFOSI about a UFO crash near Hunter AFB in Georgia. He denotes Soviet satellites and UFOs as separate debris categories, and states that the letter is classified to “protect official Air Force interest in the recovery of UFOs from unauthorized disclosure.”",[],['This is three years after USAF ATIC informs Congress and the American public that UAP are not advanced craft due to no debris recovery.']
October 1958,"USN veteran Chester C. Grusinski states during his service on the USS Franklin D Roosevelt, while near Cuba, witnessed a cigar-shaped object orange in color on the deck. Gruskinski states he could see silhouettes through windows in the object, “you could tell they weren’t human.” The object turned red and it “vanished.” After the incident, Grusinski states crew members who discussed the UAP event were transferred. Grusinksi stated later that other USS Roosevelt veterans met at a reunion recalled 8-10 separate UAP events connected with the carrier, which was the first to carry nuclear weapons and the only to carry the hydrogen bomb. Grusinksi says deck logs from 1958-59 were redacted.",[],[]
21 December 1958,"A group of 50 commercial airline pilots who have seen UAP tell a reporter the Air Force policy of denial is like “Big Brother.” They say the gag order of talking about sightings by penalty of 10 years in prison or $10,000 fine (JANAP 146) is “nuts.” This policy effectively stopped airline pilots from discussing the UAP air safety issue for decades and lulled Congress, the American public and the airline industry into a false sense of security.",[],[]
1959,"French scientist “Mr. L” claims to have been requested by the American government to work at WPAFB; he was a former colleague of Lwoff, Monod and Jacob, Nobel Prize winners in 1965 and a Professor at College de France; he claims in 1959 for three months he studied the cellular structure of two tall, twin humanoids stored at WPAFB who were over 7 feet tall, deceased and bore mutations as if they were victims of an accident.",[],['FTD (TDETR) is in correspondence between Maj. Hector Quintanilla and J. Allen Hynek; it appears to be a code for **Project Blue Book**.']
19 May 1960,"Residents in Ekuk, AK see a 25 foot silver round object hover near electrical wires and suck up trash cans before dragging them on the ground in a swirling motion.",[],[]
22 June 1960,"Former CIA director Adm. R. H. Hillenkoetter states in a newspaper that UAP flying saucers are “operating under intelligence control,” and they’re not U.S. or Russian. Hillenkoetter states the Air Force is not telling U.S. citizens the truth about UAP.",[],[]
1960,"USAF Airman 3rd Class Larry W. Rogers, 3926th Air Police Squadron K-9, states he saw a half dozen glowing UAP while stationed at Ben Guerir Air Base, Morocco. Rogers states jet fighters from Zaragoza AFB, Spain were scrambled and began interacting with the lights. “The UFOs suddenly began moving around really quickly and erratically.” After the event, Rogers said he and a few companions who saw the event were told to get into an Air Force sedan, driven to the headquarters building, put into different rooms and debriefed. Rogers said they may have been OSI but he wasn’t sure; they threatened him, told him not to talk, forced him to sign a non-disclosure statement and shown a regulation “AFR 200-2.”",[],"['USAF issued Air Force Regulation 200-2 on 26 August 1953, which restricted UAP reporting procedures and required UAP events to be sent to Air Force Intelligence. It is likely the interrogators were AFOSI, given Rogers recalls seeing AFR 200-2.']"
1961,"Texas Instruments establishes the Southwest Center for Advanced Studies and later hires I. Robinson, W. Rindler, J. Ehlers and C. Bichteler to work on gravitational physics.",[],[]
1961,"US Army Col. Phillip J. Corso states when the USAF Foreign Technology Division began, he was put on it and received autopsy reports of what seemed like extraterrestrial bodies, crash reports of UAP craft, and recovered artifacts from crashes.",[],[]
16 February 1961,"Rep. John W. McCormack states the Air Force “has not been giving out all the information it has on UFOs.” A year earlier McCormack, the Senate Preparedness Committee and the House Science and Astronautics Committee were briefed by USAF and told no government agency or department was withholding information on the subject. McCormack’s comments in 1961 suggests he believed he was lied to.",[],[]
17 March 1961,"USAF ATIC is asked by the House Armed Services Subcommittee how the USAF can improve UAP sightings. ATIC states the best solution is to give its primary advisor J. Allen Hynek a raise of $1,000 per year and purchase one new polaroid camera and one new geiger counter for field work. It also recommends raising the count of commissioned officers working on UAP from 1 to 2.",[],['It is questionable that these meager improvements were the best the USAF could do in response to the Congressional inquiry.']
